,image_name,resized_size,patch_size,kernel_dim,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,diff_patch_mbs,aspect_ratio,mre,qual_score,mae,score
595,Image_7095,384,48,3,35,116,76,3.4,28,3.31,0.34,0.57,26.0,0.7
596,Image_7661,384,48,3,30,41,36,3.7,12,1.37,0.31,0.51,16.0,0.3
597,Image_7662,384,48,3,47,35,41,3.97,7,1.34,0.17,0.48,6.0,0.15
598,Image_6661,384,48,3,11,12,12,0.71,36,1.09,0.2,0.68,62.0,0.4
599,Image_6660,384,48,3,279,30,154,2.16,106,9.3,0.6,0.85,15.0,0.8
600,Image_6659,384,48,3,40,323,182,2.49,134,8.07,0.4,0.77,6.0,0.8
601,Image_6658,384,48,3,15,9,12,1.7,36,1.67,0.07,0.69,29.0,0.7
602,Image_6657,384,48,3,25,25,25,7.83,23,1.0,0.46,0.44,39.0,0.4
603,Image_6656,384,48,3,29,30,30,2.13,18,1.03,0.14,0.36,12.0,0.2
604,Image_6655,384,48,3,9,73,41,1.47,7,8.11,2.64,0.4,174.0,0.9
605,Image_6653,384,48,3,17,21,19,1.48,29,1.24,0.11,0.53,38.0,0.2
606,Image_6652,384,48,3,41,79,60,1.73,12,1.93,0.32,0.31,8.0,0.4
607,Image_6651,384,48,3,40,151,96,5.4,48,3.77,0.46,0.75,6.0,0.9
608,Image_6650,384,48,3,75,90,82,4.31,34,1.2,2.33,0.28,14.0,0.4
609,Image_6649,384,48,3,17,46,32,18.54,16,2.71,0.12,0.45,12.0,0.6
610,Image_6648,384,48,3,20,19,20,1.09,28,1.05,0.13,0.65,7.0,0.6
611,Image_6645,384,48,3,34,32,33,2.78,15,1.06,0.09,0.34,3.0,0.2
612,Image_6644,384,48,3,6,12,9,0.71,39,2.0,0.12,0.8,71.0,0.6
613,Image_5944,384,48,3,40,57,48,2.85,0,1.43,0.0,0.43,0.0,0.6
614,Image_5940,384,48,3,78,79,78,13.21,30,1.01,0.17,0.42,4.0,0.5
615,Image_5939,384,48,3,83,133,108,18.67,60,1.6,0.0,0.56,0.65,
616,Image_5938,384,48,3,57,88,72,6.97,24,1.54,0.11,0.45,3.0,0.25
617,Image_5936,384,48,3,54,69,62,2.19,14,1.28,0.2,0.28,3.0,0.25
618,Image_5934,384,48,3,61,84,72,7.26,24,1.38,0.29,0.47,7.0,0.3
619,Image_5933,384,48,3,79,44,62,6.98,14,1.8,0.37,0.56,7.0,0.35
620,Image_5932,384,48,3,99,64,82,4.21,34,1.55,0.09,0.34,2.0,0.15
621,Image_5931,384,48,3,86,137,112,8.67,64,1.59,0.29,0.61,2.0,0.4
622,Image_5930,384,48,3,65,71,68,2.72,20,1.09,0.52,0.63,15.0,0.7
623,Image_5929,384,48,3,32,57,44,3.11,4,1.78,0.1,0.33,7.0,0.1
624,Image_5926,384,48,3,42,73,58,1.05,10,1.74,0.11,0.43,1.0,0.4
625,Image_5925,384,48,3,138,98,118,19.77,70,1.41,0.38,0.39,6.0,0.7
626,Image_5924,384,48,3,101,103,102,6.4,54,1.02,0.23,0.4,3.0,0.5
627,Image_5923,384,48,3,81,68,74,3.3,26,1.19,0.41,0.57,9.0,0.5
628,Image_5922,384,48,3,26,36,31,0.94,17,1.38,0.24,0.59,11.0,0.45
629,Image_5921,384,48,3,51,76,64,1.82,16,1.49,0.0,0.39,0.0,0.35
630,Image_5918,384,48,3,72,53,62,3.25,14,1.36,0.09,0.46,1.0,0.5
631,Image_5917,384,48,3,53,74,64,1.57,16,1.4,0.2,0.59,3.0,0.5
632,Image_5915,384,48,3,49,56,52,2.87,4,1.14,0.33,0.5,6.0,0.5
633,Image_5602,384,48,3,54,74,64,1.57,16,1.37,0.56,0.67,27.0,0.9
634,Image_5601,384,48,3,54,74,64,1.67,16,1.37,0.37,0.61,13.0,0.9
635,Image_5600,384,48,3,21,24,22,1.05,26,1.14,0.03,0.46,5.0,0.15
636,Image_5598,384,48,3,58,79,68,1.71,20,1.36,0.26,0.48,8.0,0.4
637,Image_5596,384,48,3,35,49,42,4.73,6,1.4,0.25,0.39,8.0,0.2
638,Image_5595,384,48,3,69,92,80,4.59,32,1.33,0.07,0.48,1.0,0.3
639,Image_5594,384,48,3,60,77,68,2.89,20,1.28,0.42,0.66,11.0,0.5
640,Image_5593,384,48,3,49,65,57,3.83,9,1.33,0.51,0.67,24.0,0.9
641,Image_5592,384,48,3,37,21,29,1.18,19,1.76,0.03,0.41,3.0,0.15
642,Image_5591,384,48,3,65,47,56,2.98,8,1.38,0.3,0.5,14.0,0.3
643,Image_5590,384,48,3,74,102,88,7.77,40,1.38,0.19,0.44,4.0,0.35
644,Image_5588,384,48,3,36,42,39,2.51,9,1.17,0.14,0.45,8.0,0.3
645,Image_5587,384,48,3,57,72,64,2.1,16,1.26,0.64,0.74,28.0,0.45
646,Image_5585,384,48,3,44,59,52,3.3,4,1.34,0.41,0.56,22.0,0.3
647,Image_5584,384,48,3,37,27,32,3.11,16,1.37,0.12,0.44,7.0,0.3
648,Image_5583,384,48,3,52,68,60,2.11,12,1.31,0.14,0.39,2.0,0.35
649,Image_5582,384,48,3,37,38,38,2.05,10,1.03,0.31,0.35,11.0,0.3
650,Image_5581,384,48,3,72,101,86,4.3,38,1.4,0.33,0.56,2.0,0.35
651,Image_5580,384,48,3,42,48,45,1.94,3,1.14,0.28,0.56,16.0,0.25
652,Image_5576,384,48,3,44,48,46,4.38,2,1.09,0.09,0.53,7.0,0.45
653,Image_5575,384,48,3,69,73,71,3.01,23,1.06,0.33,0.47,3.0,0.3
654,Image_5574,384,48,3,20,21,20,1.09,28,1.05,0.08,0.45,8.0,0.05
655,Image_5573,384,48,3,42,43,42,2.25,6,1.02,0.0,0.29,0.0,0.0
656,Image_5572,384,48,3,60,96,78,7.49,30,1.6,2.0,0.41,6.0,0.7
657,Image_5571,384,48,3,51,65,58,1.59,10,1.27,0.39,0.61,13.0,0.8
658,Image_5568,384,48,3,38,49,44,9.86,4,1.29,0.03,0.43,1.0,0.4
659,Image_5567,384,48,3,45,41,43,6.13,5,1.1,0.06,0.37,3.0,0.4
660,Image_5566,384,48,3,60,74,67,9.57,19,1.23,0.15,0.36,6.0,0.3
661,Image_5563,384,48,3,17,12,14,2.03,34,1.42,0.22,0.69,53.0,0.35
662,Image_5390,384,48,3,84,53,68,10.3,20,1.58,0.0,0.43,0.0,0.3
663,Image_5386,384,48,3,51,77,64,1.97,16,1.51,0.12,0.39,2.0,0.3
664,Image_5382,384,48,3,48,65,56,2.34,8,1.35,0.18,0.56,2.0,0.7
665,Image_5380,384,48,3,94,76,85,6.04,37,1.24,0.1,0.48,1.0,0.3
666,Image_5378,384,48,3,76,73,74,2.42,26,1.04,0.31,0.58,5.0,0.3
667,Image_5376,384,48,3,100,77,88,6.25,40,1.3,0.07,0.62,1.0,0.3
668,Image_5375,384,48,3,100,79,90,7.9,42,1.27,0.0,0.4,0.0,0.2
669,Image_5372,384,48,3,57,47,52,5.72,4,1.21,0.06,0.41,2.0,0.3
670,Image_5371,384,48,3,53,52,52,3.28,4,1.02,0.0,0.35,0.0,0.1
671,Image_5369,384,48,3,42,50,46,5.72,2,1.19,0.0,0.42,0.0,0.3
672,Image_5368,384,48,3,26,24,25,1.72,23,1.08,0.07,0.47,10.0,0.4
673,Image_5367,384,48,3,19,31,25,0.47,23,1.63,0.06,0.45,9.0,0.1
674,Image_5366,384,48,3,26,37,32,1.56,16,1.42,0.04,0.36,2.0,0.2
675,Image_5364,384,48,3,49,56,52,2.57,4,1.14,0.15,0.41,4.0,0.6
676,Image_5363,384,48,3,31,40,36,3.71,12,1.29,0.09,0.37,3.0,0.3
677,Image_5361,384,48,3,29,43,36,4.15,12,1.48,0.29,0.35,6.0,0.3
678,Image_5360,384,48,3,29,40,34,2.55,14,1.38,0.06,0.36,4.0,0.3
679,Image_5359,384,48,3,17,24,20,0.64,28,1.41,0.13,0.49,5.0,0.0
680,Image_5358,384,48,3,55,73,64,3.13,16,1.33,0.42,0.54,18.0,0.4
681,Image_5149,384,48,3,25,32,28,2.16,20,1.28,0.08,0.52,8.0,0.5
682,Image_5143,384,48,3,23,45,34,8.85,14,1.96,0.2,0.57,16.0,0.4
683,Image_5142,384,48,3,22,29,26,3.27,22,1.32,0.18,0.55,40.0,0.5
684,Image_4970,384,48,3,35,46,40,1.87,8,1.31,0.05,0.49,2.0,0.4
685,Image_4969,384,48,3,38,28,33,5.18,15,1.36,0.11,0.44,14.0,0.25
686,Image_4967,384,48,3,65,99,82,3.4,34,1.52,0.12,0.52,2.0,0.5
687,Image_4966,384,48,3,60,83,72,6.22,24,1.38,0.07,0.42,3.0,0.3
688,Image_4965,384,48,3,75,120,98,17.03,50,1.6,0.67,0.61,6.0,0.4
689,Image_4964,384,48,3,41,55,48,8.38,0,1.34,0.04,0.33,2.0,0.15
690,Image_4963,384,48,3,19,31,25,2.49,23,1.63,0.21,0.5,57.0,0.1
691,Image_4962,384,48,3,37,41,39,5.26,9,1.11,0.12,0.38,4.0,0.25
692,Image_4961,384,48,3,10,17,14,1.97,34,1.7,0.26,0.7,126.0,0.5
693,Image_4960,384,48,3,59,84,72,19.51,24,1.42,0.09,0.49,3.0,0.3
694,Image_4959,384,48,3,38,62,50,1.65,2,1.63,0.16,0.49,6.0,0.9
695,Image_4958,384,48,3,44,60,52,11.44,4,1.36,0.02,0.38,3.0,0.15
696,Image_4957,384,48,3,26,35,30,9.81,18,1.35,0.13,0.46,14.0,0.4
697,Image_4956,384,48,3,27,45,36,7.56,12,1.67,0.0,0.46,0.0,0.1
698,Image_4955,384,48,3,35,46,40,9.02,8,1.31,0.02,0.34,3.0,0.1
699,Image_4954,384,48,3,43,66,54,9.37,6,1.53,0.26,0.5,6.0,0.6
700,Image_4953,384,48,3,30,52,41,7.53,7,1.73,0.11,0.42,6.0,0.25
701,Image_4952,384,48,3,19,23,21,3.12,27,1.21,0.05,0.5,14.0,0.15
702,Image_4951,384,48,3,22,19,20,3.11,28,1.16,0.1,0.62,18.0,0.25
703,Image_4950,384,48,3,41,54,48,11.93,0,1.32,0.23,0.5,10.0,0.3
704,Image_4949,384,48,3,24,35,30,3.76,18,1.46,0.07,0.49,7.0,0.3
705,Image_4948,384,48,3,81,140,110,17.37,62,1.73,1.57,0.6,11.0,0.7
706,Image_4947,384,48,3,20,35,28,3.65,20,1.75,0.22,0.49,58.0,0.2
707,Image_4946,384,48,3,40,56,48,12.03,0,1.4,0.04,0.4,3.0,0.3
708,Image_4945,384,48,3,33,44,38,1.26,10,1.33,0.07,0.47,3.0,0.4
709,Image_4944,384,48,3,24,32,28,4.51,20,1.33,0.26,0.57,17.0,0.4
710,Image_4943,384,48,3,42,64,53,2.46,5,1.52,0.07,0.44,5.0,0.35
711,Image_4942,384,48,3,49,78,64,2.21,16,1.59,0.27,0.36,12.0,0.3
712,Image_4941,384,48,3,31,42,36,3.71,12,1.35,0.03,0.32,5.0,0.2
713,Image_4940,384,48,3,53,98,76,5.22,28,1.85,0.07,0.38,2.0,0.15
714,Image_4939,384,48,3,70,95,82,16.33,34,1.36,0.11,0.48,2.0,0.3
715,Image_4938,384,48,3,26,51,38,9.32,10,1.96,0.16,0.52,11.0,0.25
716,Image_4933,384,48,3,77,59,68,8.67,20,1.31,0.02,0.43,1.0,0.2
717,Image_4924,384,48,3,36,59,48,4.56,0,1.64,0.03,0.47,2.0,0.15
718,Image_4923,384,48,3,39,59,49,4.47,1,1.51,0.03,0.46,1.0,0.2
719,Image_4908,384,48,3,42,74,58,7.45,10,1.76,0.71,0.34,10.0,0.2
720,Image_4904,384,48,3,60,86,73,9.72,25,1.43,0.57,0.3,4.0,0.15
721,Image_4903,384,48,3,56,73,64,3.09,16,1.3,0.31,0.48,8.0,0.3
722,Image_4885,384,48,3,51,41,46,6.71,2,1.24,0.15,0.75,2.0,0.35
723,Image_4875,384,48,3,57,74,66,4.85,18,1.3,0.27,0.56,15.0,0.3
724,Image_4874,384,48,3,43,66,54,5.17,6,1.53,0.18,0.45,15.0,0.25
725,Image_4502,384,48,3,23,312,168,3.28,120,13.57,0.45,0.67,17.0,0.9
726,Image_4501,384,48,3,20,321,170,5.21,122,16.05,0.31,0.74,8.0,1.0
727,Image_4500,384,48,3,44,351,198,8.12,150,7.98,0.2,0.71,2.0,0.9
728,Image_4497,384,48,3,24,301,162,11.72,114,12.54,0.52,0.82,15.0,0.9
729,Image_4496,384,48,3,27,337,182,10.04,134,12.48,0.92,0.93,144.0,1.0
730,Image_4494,384,48,3,14,285,150,11.98,102,20.36,0.52,0.69,28.0,0.5
731,Image_4493,384,48,3,19,308,164,2.21,116,16.21,0.12,0.76,2.0,0.8
732,Image_4409,384,48,3,48,80,64,13.0,16,1.67,0.5,0.79,9.0,1.0
733,Image_4407,384,48,3,20,39,30,18.12,18,1.95,0.25,0.36,14.0,0.3
734,Image_4406,384,48,3,13,27,20,11.5,28,2.08,0.09,0.47,1.0,0.15
735,Image_4296,384,48,3,59,67,63,3.89,15,1.14,0.03,0.37,1.0,0.15
736,Image_4286,384,48,3,17,27,22,4.13,26,1.59,0.15,0.49,60.0,0.1
737,Image_4175,384,48,3,78,126,102,4.58,54,1.62,0.62,0.7,8.0,0.8
738,Image_4170,384,48,3,29,119,74,5.58,26,4.1,0.32,0.6,16.0,0.8
739,Image_4123,384,48,3,69,61,65,10.97,17,1.13,0.3,0.41,3.0,0.4
740,Image_4122,384,48,3,68,111,90,16.9,42,1.63,0.25,0.57,4.0,0.25
741,Image_4121,384,48,3,69,108,88,7.0,40,1.57,0.17,0.65,2.0,0.6
742,Image_4120,384,48,3,43,56,50,3.53,2,1.3,0.04,0.44,2.0,0.2
743,Image_4119,384,48,3,78,112,95,2.49,47,1.44,0.71,0.43,5.0,0.6
744,Image_4116,384,48,3,59,80,70,4.25,22,1.36,0.17,0.49,3.0,0.2
745,Image_4115,384,48,3,39,72,56,4.39,8,1.85,1.0,0.64,4.0,0.8
746,Image_4113,384,48,3,40,57,48,4.57,0,1.43,0.33,0.64,18.0,0.4
747,Image_4111,384,48,3,35,42,38,2.94,10,1.2,0.17,0.56,5.0,0.3
748,Image_4110,384,48,3,132,52,92,17.65,44,2.54,0.0,0.49,0.0,0.25
749,Image_4089,384,48,3,31,60,46,1.33,2,1.94,0.18,0.43,13.0,0.4
750,Image_4088,384,48,3,46,59,52,4.74,4,1.28,0.18,0.47,6.0,0.3
751,Image_4087,384,48,3,40,31,36,0.71,12,1.29,0.01,0.42,1.0,0.15
752,Image_4086,384,48,3,53,75,64,2.4,16,1.42,0.14,0.42,2.0,0.2
753,Image_4085,384,48,3,26,36,31,1.44,17,1.38,0.07,0.44,5.0,0.2
754,Image_4084,384,48,3,44,57,50,6.06,2,1.3,0.33,0.57,6.0,0.15
755,Image_4083,384,48,3,54,54,54,1.32,6,1.0,0.62,0.29,36.0,0.25
756,Image_4082,384,48,3,28,22,25,1.78,23,1.27,0.08,0.43,8.0,0.2
757,Image_4079,384,48,3,44,61,52,3.18,4,1.39,0.11,0.35,3.0,0.2
758,Image_4078,384,48,3,32,52,42,3.92,6,1.62,0.18,0.38,9.0,0.3
759,Image_4077,384,48,3,17,34,26,4.73,22,2.0,0.08,0.36,16.0,0.25
760,Image_4074,384,48,3,48,62,55,2.63,7,1.29,0.36,0.56,13.0,0.6
761,Image_4073,384,48,3,65,60,62,5.03,14,1.08,0.24,0.39,8.0,0.15
762,Image_4072,384,48,3,65,86,76,4.11,28,1.32,0.08,0.44,1.0,0.2
763,Image_4069,384,48,3,35,26,30,2.89,18,1.35,0.0,0.39,0.0,0.1
764,Image_4068,384,48,3,71,99,85,4.99,37,1.39,0.17,0.54,2.0,0.3
765,Image_4067,384,48,3,38,52,45,2.07,3,1.37,0.0,0.42,0.0,0.2
766,Image_4066,384,48,3,72,98,85,4.13,37,1.36,0.12,0.45,1.0,0.4
767,Image_4065,384,48,3,51,40,46,4.7,2,1.27,0.16,0.49,7.0,0.2
768,Image_4063,384,48,3,57,57,57,3.93,9,1.0,0.15,0.44,2.0,0.05
769,Image_4062,384,48,3,15,25,20,4.78,28,1.67,0.23,0.53,81.0,0.3
770,Image_3697,384,48,3,149,108,128,8.06,80,1.38,0.35,0.75,6.0,0.3
771,Image_3696,384,48,3,146,126,136,6.6,88,1.16,0.47,0.82,7.0,0.3
772,Image_3694,384,48,3,57,86,72,4.52,24,1.51,0.03,0.48,1.0,0.4
773,Image_3693,384,48,3,44,54,49,2.17,1,1.23,0.16,0.27,5.0,0.3
774,Image_3651,384,48,3,89,114,102,8.77,54,1.28,0.1,0.67,1.0,0.4
775,Image_3650,384,48,3,47,81,64,9.85,16,1.72,0.27,0.61,3.0,0.25
776,Image_3645,384,48,3,45,49,47,8.12,1,1.09,0.25,0.47,12.0,0.5
777,Image_3644,384,48,3,63,61,62,17.41,14,1.03,0.08,0.53,1.0,0.3
778,Image_3501,384,48,3,30,41,36,6.66,12,1.37,0.05,0.37,3.0,0.25
779,Image_3500,384,48,3,51,70,60,4.19,12,1.37,0.17,0.44,3.0,0.15
780,Image_3494,384,48,3,85,53,69,4.23,21,1.6,0.14,0.53,6.0,0.3
781,Image_3342,384,48,3,72,112,92,3.12,44,1.56,0.33,0.4,3.0,0.5
782,Image_3341,384,48,3,52,57,54,2.28,6,1.1,0.38,0.18,10.0,0.4
783,Image_3339,384,48,3,67,94,80,5.02,32,1.4,1.27,0.22,14.0,0.3
784,Image_3329,384,48,3,15,10,12,2.06,36,1.5,0.26,0.71,61.0,0.6
785,Image_3310,384,48,3,40,50,45,1.94,3,1.25,0.24,0.21,6.0,0.15
786,Image_3309,384,48,3,49,80,64,4.99,16,1.63,0.23,0.3,3.0,0.15
787,Image_3284,384,48,3,80,92,86,18.34,38,1.15,0.07,0.36,1.0,0.25
788,Image_3283,384,48,3,31,32,32,9.74,16,1.03,0.0,0.37,0.0,0.15
789,Image_3282,384,48,3,57,63,60,10.84,12,1.11,0.03,0.35,1.0,0.4
790,Image_3281,384,48,3,90,57,74,14.73,26,1.58,0.36,0.38,4.0,0.3
791,Image_3279,384,48,3,44,59,52,7.88,4,1.34,0.15,0.34,3.0,0.25
792,Image_3278,384,48,3,55,41,48,4.52,0,1.34,0.19,0.49,7.0,0.3
793,Image_3275,384,48,3,80,72,76,5.56,28,1.11,0.33,0.48,6.0,0.8
794,Image_3271,384,48,3,96,102,99,12.29,51,1.06,0.42,0.59,15.0,0.6
795,Image_3270,384,48,3,68,80,74,7.03,26,1.18,0.06,0.33,1.0,0.3
796,Image_3268,384,48,3,68,77,72,11.06,24,1.13,0.05,0.48,1.0,0.25
797,Image_3160,384,48,3,89,93,91,7.13,43,1.04,0.13,0.55,2.0,0.3
798,Image_2956,384,48,3,81,46,64,12.53,16,1.76,0.17,0.57,5.0,0.6
799,Image_2955,384,48,3,39,31,35,3.12,13,1.26,0.05,0.43,5.0,0.25
800,Image_2954,384,48,3,47,78,62,0.88,14,1.66,0.09,0.43,3.0,0.3
801,Image_2952,384,48,3,28,59,44,3.1,4,2.11,0.07,0.43,5.0,0.3
802,Image_2951,384,48,3,39,68,54,1.05,6,1.74,0.18,0.43,3.0,0.2
803,Image_2949,384,48,3,87,37,62,2.86,14,2.35,0.49,0.6,23.0,0.7
804,Image_2948,384,48,3,80,78,79,3.24,31,1.03,0.0,0.49,0.0,0.8
805,Image_2947,384,48,3,51,60,56,1.97,8,1.18,0.03,0.33,1.0,0.4
806,Image_2946,384,48,3,72,63,68,12.06,20,1.14,0.08,0.51,1.0,0.5
807,Image_2945,384,48,3,75,52,64,1.33,16,1.44,0.26,0.53,5.0,0.35
808,Image_2944,384,48,3,37,59,48,7.86,0,1.59,0.05,0.39,3.0,0.2
809,Image_2943,384,48,3,58,60,59,1.65,11,1.03,0.12,0.45,4.0,0.4
810,Image_2942,384,48,3,48,48,48,1.03,0,1.0,0.25,0.3,5.0,0.5
811,Image_2941,384,48,3,86,82,84,10.9,36,1.05,0.15,0.62,3.0,0.8
812,Image_2939,384,48,3,24,32,28,4.29,20,1.33,0.37,0.39,14.0,0.5
813,Image_2938,384,48,3,79,68,74,15.61,26,1.16,0.1,0.65,1.0,0.7
814,Image_2937,384,48,3,44,44,44,12.12,4,1.0,0.73,0.31,33.0,0.7
815,Image_2936,384,48,3,84,54,69,12.91,21,1.56,0.26,0.53,8.0,0.6
816,Image_2935,384,48,3,83,41,62,2.41,14,2.02,0.0,0.47,0.0,0.8
817,Image_2933,384,48,3,53,36,44,10.11,4,1.47,0.13,0.47,7.0,0.25
818,Image_2932,384,48,3,94,54,74,11.58,26,1.74,0.22,0.51,7.0,0.7
819,Image_2931,384,48,3,59,49,54,26.1,6,1.2,0.1,0.45,5.0,0.2
820,Image_2930,384,48,3,35,46,40,4.48,8,1.31,0.13,0.51,9.0,0.15
821,Image_2929,384,48,3,37,35,36,2.45,12,1.06,0.1,0.49,7.0,0.4
822,Image_2927,384,48,3,30,46,38,4.29,10,1.53,0.0,0.41,0.0,0.4
823,Image_2926,384,48,3,94,53,74,6.51,26,1.77,0.29,0.52,10.0,0.5
824,Image_2924,384,48,3,47,45,46,2.54,2,1.04,0.06,0.32,3.0,0.15
825,Image_2923,384,48,3,53,34,44,8.82,4,1.56,0.51,0.38,29.0,0.5
826,Image_2922,384,48,3,75,66,70,14.52,22,1.14,0.0,0.38,0.0,0.3
827,Image_2921,384,48,3,67,55,61,12.4,13,1.22,0.04,0.38,1.0,0.5
828,Image_2920,384,48,3,40,79,60,10.44,12,1.98,0.43,0.68,10.0,0.3
829,Image_2918,384,48,3,47,49,48,1.7,0,1.04,0.32,0.52,12.0,0.5
830,Image_2916,384,48,3,17,18,18,2.78,30,1.06,0.34,0.52,51.0,0.25
831,Image_2915,384,48,3,45,48,46,3.97,2,1.07,0.05,0.44,3.0,0.3
832,Image_2914,384,48,3,33,76,54,3.09,6,2.3,0.07,0.38,2.0,0.15
833,Image_2913,384,48,3,69,72,70,7.9,22,1.04,0.88,0.54,7.0,0.6
834,Image_2912,384,48,3,34,36,35,1.03,13,1.06,0.01,0.42,1.0,0.1
835,Image_2910,384,48,3,49,177,113,1.35,65,3.61,0.39,0.66,9.0,0.8
836,Image_2908,384,48,3,44,53,48,4.41,0,1.2,0.0,0.36,0.0,0.2
837,Image_2248,384,48,3,38,56,47,2.96,1,1.47,0.18,0.46,12.0,0.15
838,Image_2225,384,48,3,94,109,102,13.89,54,1.16,0.0,0.57,0.0,0.2
839,Image_2209,384,48,3,100,148,124,8.56,76,1.48,0.22,0.61,2.0,0.6
840,Image_2203,384,48,3,64,100,82,8.41,34,1.56,0.16,0.42,3.0,0.5
841,Image_2195,384,48,3,122,115,118,8.88,70,1.06,0.44,0.68,4.0,0.4
842,Image_2177,384,48,3,79,128,104,7.82,56,1.62,0.08,0.46,2.0,0.15
843,Image_2165,384,48,3,81,104,92,3.98,44,1.28,0.31,0.52,11.0,0.15
844,Image_2155,384,48,3,101,95,98,3.77,50,1.06,0.18,0.63,4.0,0.15
845,Image_2152,384,48,3,72,127,100,26.52,52,1.76,0.29,0.38,5.0,0.6
846,Image_2142,384,48,3,76,87,82,15.41,34,1.14,0.08,0.47,3.0,0.2
847,Image_2141,384,48,3,83,109,96,7.47,48,1.31,0.1,0.44,1.0,0.3
848,Image_2138,384,48,3,53,83,68,7.41,20,1.57,0.26,0.41,6.0,0.3
849,Image_2140,384,48,3,77,73,75,17.72,27,1.05,0.19,0.51,5.0,0.2
850,Image_2051,384,48,3,102,56,79,9.09,31,1.82,0.29,0.66,6.0,0.5
851,Image_2036,384,48,3,76,51,64,4.55,16,1.49,0.16,0.77,5.0,0.4
852,Image_2035,384,48,3,108,40,74,5.26,26,2.7,0.32,0.79,13.0,0.5
853,Image_2026,384,48,3,83,58,70,4.52,22,1.43,0.3,0.85,7.0,0.4
854,Image_2019,384,48,3,119,81,100,5.13,52,1.47,0.53,0.83,16.0,0.7
855,Image_2018,384,48,3,34,73,54,4.33,6,2.15,0.3,0.7,29.0,0.6
856,Image_2011,384,48,3,55,35,45,2.34,3,1.57,0.4,0.69,53.0,0.3
857,Image_2009,384,48,3,29,22,26,0.94,22,1.32,0.61,0.77,316.0,0.7
858,Image_2008,384,48,3,51,46,48,2.13,0,1.11,0.65,0.8,77.0,0.5
859,Image_2007,384,48,3,41,36,38,13.34,10,1.14,0.3,0.67,46.0,0.6
860,Image_2005,384,48,3,31,24,28,0.47,20,1.29,0.58,0.78,195.0,0.6
861,Image_2004,384,48,3,35,22,28,1.89,20,1.59,0.53,0.73,253.0,0.6
862,Image_1493,384,48,3,17,28,22,1.32,26,1.65,3.47,0.27,52.0,0.8
863,Image_1463,384,48,3,31,37,34,6.78,14,1.19,0.25,0.31,12.0,0.3
864,Image_1461,384,48,3,15,23,19,1.67,29,1.53,2.3,0.37,69.0,0.4
865,Image_1456,384,48,3,15,21,18,2.32,30,1.4,0.48,0.49,60.0,0.35
866,Image_1130,384,48,3,15,10,12,1.7,36,1.5,0.56,0.92,22.0,0.9
867,Image_1106,384,48,3,31,28,30,5.92,18,1.11,0.04,0.65,2.0,0.7
868,Image_998,384,48,3,34,42,38,2.51,10,1.24,0.04,0.6,1.0,0.6
869,Image_996,384,48,3,59,78,68,8.63,20,1.32,0.06,0.55,1.0,0.7
870,Image_993,384,48,3,59,75,67,11.75,19,1.27,0.42,0.36,5.0,0.3
871,Image_991,384,48,3,18,29,24,1.05,24,1.61,0.16,0.66,18.0,0.35
872,Image_990,384,48,3,19,27,23,0.94,25,1.42,0.02,0.64,2.0,0.5
873,Image_989,384,48,3,27,82,54,8.61,6,3.04,0.05,0.52,4.0,0.6
874,Image_988,384,48,3,57,114,86,2.34,38,2.0,0.25,0.46,4.0,0.7
875,Image_985,384,48,3,30,46,38,6.6,10,1.53,0.2,0.66,13.0,0.8
876,Image_907,384,48,3,48,125,86,11.0,38,2.6,0.31,0.67,13.0,1.0
877,Image_906,384,48,3,13,28,20,3.02,28,2.15,0.04,0.62,10.0,0.5
878,Image_701,384,48,3,40,73,56,2.83,8,1.82,0.13,0.45,9.0,0.2
879,Image_693,384,48,3,61,84,72,2.03,24,1.38,0.19,0.5,4.0,0.1
880,Image_680,384,48,3,53,145,99,4.26,51,2.74,0.33,0.58,6.0,0.6
881,Image_349,384,48,3,51,100,76,2.28,28,1.96,0.26,0.47,8.0,0.3
882,Image_342,384,48,3,49,64,56,21.39,8,1.31,0.11,0.51,6.0,0.25
883,Image_336,384,48,3,35,45,40,4.14,8,1.29,0.9,0.93,140.0,1.0
884,Image_330,384,48,3,84,111,98,8.1,50,1.32,0.55,0.69,30.0,0.25
885,Image_317,384,48,3,16,25,20,3.57,28,1.56,0.26,0.69,5.0,0.6
886,Image_313,384,48,3,83,125,104,10.78,56,1.51,0.57,0.68,31.0,0.4
887,Image_293,384,48,3,45,72,58,6.54,10,1.6,0.27,0.47,15.0,0.3
888,Image_291,384,48,3,54,99,76,11.11,28,1.83,0.4,0.45,4.0,0.3
889,Image_286,384,48,3,53,87,70,13.14,22,1.64,0.38,0.55,6.0,0.3
890,Image_2,384,48,3,50,82,66,1.94,18,1.64,0.33,0.4,2.0,0.25
891,Image_7645,384,64,3,43,145,94,5.91,30,3.37,0.65,0.79,26.0,0.5
892,Image_7095,384,64,3,35,116,76,3.4,12,3.31,0.4,0.56,33.0,0.4
893,Image_7661,384,64,3,30,41,36,3.7,28,1.37,0.29,0.48,15.0,0.5
894,Image_7662,384,64,3,47,35,41,3.97,23,1.34,0.12,0.44,4.0,0.2
895,Image_6661,384,64,3,11,12,12,0.71,52,1.09,0.22,0.67,67.0,0.4
896,Image_6660,384,64,3,279,30,154,2.16,90,9.3,0.33,0.87,5.0,0.7
897,Image_6659,384,64,3,40,323,182,2.49,118,8.07,0.4,0.76,6.0,0.8
