object,size,image_name,method,patch_size,kernel_dim,precision,recall,f1_score,computation_time
Pins2,28,Image_9,otm,32,3,0.884,0.912,0.898,72.075
Pins2,384,Image_0,otm,32,3,1.0,0.688,0.815,2.686
Pins2,384,Image_1,otm,32,3,1.0,0.667,0.8,1.692
Pins2,384,Image_10,otm,32,3,1.0,0.636,0.778,2.128
Pins2,384,Image_2,otm,32,3,1.0,0.833,0.909,1.646
Pins2,384,Image_3,otm,32,3,1.0,0.667,0.8,1.553
Pins2,45,Image_0,otm,32,3,1.0,0.831,0.907,7.435
Pins2,45,Image_1,otm,32,3,1.0,0.873,0.932,11.955
Pins2,45,Image_10,otm,32,3,1.0,0.833,0.909,8.852
Pins2,45,Image_2,otm,32,3,0.971,0.944,0.958,10.033
Pins2,45,Image_3,otm,32,3,1.0,0.945,0.972,16.647
Pins2,45,Image_4,otm,32,3,1.0,0.841,0.913,15.9
Pins2,45,Image_5,otm,32,3,1.0,0.875,0.933,19.21
Pins2,45,Image_6,otm,32,3,0.97,0.985,0.977,10.946
Pins2,45,Image_7,otm,32,3,1.0,0.873,0.932,14.056
Pins2,45,Image_8,otm,32,3,1.0,0.883,0.938,9.067
Pins2,45,Image_9,otm,32,3,1.0,0.81,0.895,10.854
Pins2,68,Image_0,otm,32,3,1.0,0.875,0.933,3.441
Pins2,68,Image_1,otm,32,3,1.0,0.875,0.933,4.566
Pins2,68,Image_10,otm,32,3,1.0,0.914,0.955,4.401
Pins2,68,Image_2,otm,32,3,1.0,0.862,0.926,5.062
Pins2,68,Image_3,otm,32,3,1.0,0.833,0.909,4.282
Pins2,68,Image_4,otm,32,3,1.0,0.818,0.9,3.06
Pins2,68,Image_5,otm,32,3,1.0,0.868,0.93,3.416
Pins2,68,Image_6,otm,32,3,1.0,0.906,0.951,8.204
Pins2,68,Image_7,otm,32,3,1.0,0.9,0.947,4.896
Pins2,68,Image_8,otm,32,3,1.0,0.897,0.945,4.024
Pins2,68,Image_9,otm,32,3,1.0,0.966,0.982,3.354
Small_nails_23,28,Image_0,otm,32,3,0.648,0.357,0.461,12.835
Small_nails_23,28,Image_1,otm,32,3,0.984,0.632,0.769,32.854
Small_nails_23,28,Image_10,otm,32,3,0.837,0.456,0.59,17.155
Small_nails_23,28,Image_2,otm,32,3,0.967,0.509,0.667,28.736
Small_nails_23,28,Image_3,otm,32,3,0.691,0.418,0.521,26.527
Small_nails_23,28,Image_4,otm,32,3,0.907,0.505,0.649,23.605
Small_nails_23,28,Image_5,otm,32,3,0.893,0.526,0.662,24.153
Small_nails_23,28,Image_6,otm,32,3,0.852,0.5,0.63,23.915
Small_nails_23,28,Image_7,otm,32,3,0.837,0.451,0.586,20.573
Small_nails_23,28,Image_8,otm,32,3,0.894,0.477,0.622,18.388
Small_nails_23,28,Image_9,otm,32,3,0.96,0.539,0.691,21.496
Small_nails_23,384,Image_0,otm,32,3,1.0,0.682,0.811,4.55
Small_nails_23,384,Image_1,otm,32,3,1.0,0.647,0.786,2.989
Small_nails_23,384,Image_10,otm,32,3,0.75,0.3,0.429,1.466
Small_nails_23,384,Image_2,otm,32,3,0.875,0.412,0.56,1.894
Small_nails_23,384,Image_3,otm,32,3,1.0,0.857,0.923,2.093
Small_nails_23,384,Image_4,otm,32,3,1.0,0.6,0.75,3.592
Small_nails_23,384,Image_5,otm,32,3,1.0,0.571,0.727,3.607
Small_nails_23,384,Image_6,otm,32,3,0.875,0.5,0.636,2.286
Small_nails_23,384,Image_7,otm,32,3,1.0,0.7,0.824,1.568
Small_nails_23,384,Image_8,otm,32,3,1.0,0.6,0.75,1.304
Small_nails_23,384,Image_9,otm,32,3,0.4,0.286,0.333,1.796
Small_nails_23,45,Image_0,otm,32,3,1.0,0.553,0.712,5.407
Small_nails_23,45,Image_1,otm,32,3,1.0,0.765,0.867,6.876
Small_nails_23,45,Image_10,otm,32,3,1.0,0.806,0.893,7.06
Small_nails_23,45,Image_2,otm,32,3,0.852,0.742,0.793,5.209
Small_nails_23,45,Image_3,otm,32,3,1.0,0.746,0.855,23.944
Small_nails_23,45,Image_4,otm,32,3,1.0,0.706,0.828,4.821
Small_nails_23,45,Image_5,otm,32,3,1.0,0.71,0.83,6.651
Small_nails_23,45,Image_6,otm,32,3,0.778,1.0,0.875,10.103
Small_nails_23,45,Image_7,otm,32,3,0.913,0.656,0.764,6.611
Small_nails_23,45,Image_8,otm,32,3,1.0,0.857,0.923,6.517
Small_nails_23,45,Image_9,otm,32,3,1.0,0.679,0.809,4.975
Small_nails_23,68,Image_0,otm,32,3,0.958,0.523,0.676,10.117
Small_nails_23,68,Image_1,otm,32,3,0.931,0.675,0.783,7.364
Small_nails_23,68,Image_10,otm,32,3,0.955,0.6,0.737,5.044
Small_nails_23,68,Image_2,otm,32,3,1.0,0.698,0.822,10.984
Small_nails_23,68,Image_3,otm,32,3,0.733,0.667,0.698,11.127
Small_nails_23,68,Image_4,otm,32,3,0.967,0.725,0.829,13.039
Small_nails_23,68,Image_5,otm,32,3,0.969,0.756,0.849,8.931
Small_nails_23,68,Image_6,otm,32,3,0.656,0.636,0.646,7.248
Small_nails_23,68,Image_7,otm,32,3,1.0,0.613,0.76,4.736
Small_nails_23,68,Image_8,otm,32,3,0.905,0.655,0.76,6.904
Small_nails_23,68,Image_9,otm,32,3,1.0,0.688,0.815,7.668
Small_nails_32,28,Image_0,otm,32,3,0.745,0.388,0.51,12.67
Small_nails_32,28,Image_1,otm,32,3,0.984,0.632,0.769,44.34
Small_nails_32,28,Image_10,otm,32,3,0.851,0.444,0.584,20.238
Small_nails_32,28,Image_2,otm,32,3,0.947,0.466,0.624,25.354
Small_nails_32,28,Image_3,otm,32,3,0.904,0.516,0.657,21.353
Small_nails_32,28,Image_4,otm,32,3,0.912,0.536,0.675,26.053
Small_nails_32,28,Image_5,otm,32,3,0.966,0.589,0.732,24.724
Small_nails_32,28,Image_6,otm,32,3,0.945,0.565,0.707,27.335
Small_nails_32,28,Image_7,otm,32,3,0.929,0.429,0.586,11.771
Small_nails_32,28,Image_8,otm,32,3,0.923,0.545,0.686,21.77
Small_nails_32,28,Image_9,otm,32,3,0.923,0.539,0.681,23.946
Small_nails_32,384,Image_0,otm,32,3,1.0,0.545,0.706,3.264
Small_nails_32,384,Image_1,otm,32,3,0.923,0.706,0.8,2.769
Small_nails_32,384,Image_10,otm,32,3,1.0,0.7,0.824,2.456
Small_nails_32,384,Image_2,otm,32,3,1.0,0.706,0.828,2.574
Small_nails_32,384,Image_3,otm,32,3,1.0,0.643,0.783,2.299
Small_nails_32,384,Image_4,otm,32,3,1.0,0.65,0.788,3.154
Small_nails_32,384,Image_5,otm,32,3,0.8,0.381,0.516,3.053
Small_nails_32,384,Image_6,otm,32,3,0.875,0.5,0.636,2.063
Small_nails_32,384,Image_7,otm,32,3,1.0,0.5,0.667,1.718
Small_nails_32,384,Image_8,otm,32,3,0.5,0.2,0.286,1.299
Small_nails_32,384,Image_9,otm,32,3,1.0,0.714,0.833,1.688
Small_nails_32,45,Image_0,otm,32,3,1.0,0.5,0.667,5.384
Small_nails_32,45,Image_1,otm,32,3,1.0,0.824,0.903,5.935
Small_nails_32,45,Image_10,otm,32,3,0.909,0.645,0.755,5.994
Small_nails_32,45,Image_2,otm,32,3,1.0,0.645,0.784,5.386
Small_nails_32,45,Image_3,otm,32,3,0.979,0.662,0.79,17.988
Small_nails_32,45,Image_4,otm,32,3,1.0,0.765,0.867,8.224
Small_nails_32,45,Image_5,otm,32,3,1.0,0.742,0.852,6.158
Small_nails_32,45,Image_6,otm,32,3,1.0,0.886,0.939,14.451
Small_nails_32,45,Image_7,otm,32,3,1.0,0.656,0.792,4.488
Small_nails_32,45,Image_8,otm,32,3,1.0,0.714,0.833,5.009
Small_nails_32,45,Image_9,otm,32,3,1.0,0.786,0.88,3.92
Small_nails_32,68,Image_0,otm,32,3,0.966,0.636,0.767,14.61
Small_nails_32,68,Image_1,otm,32,3,0.967,0.725,0.829,10.853
Small_nails_32,68,Image_10,otm,32,3,0.963,0.743,0.839,9.204
Small_nails_32,68,Image_2,otm,32,3,1.0,0.674,0.806,10.362
Small_nails_32,68,Image_3,otm,32,3,1.0,0.697,0.821,7.627
Small_nails_32,68,Image_4,otm,32,3,0.96,0.6,0.738,7.814
Small_nails_32,68,Image_5,otm,32,3,0.967,0.707,0.817,15.593
Small_nails_32,68,Image_6,otm,32,3,0.962,0.758,0.847,7.002
Small_nails_32,68,Image_7,otm,32,3,0.952,0.645,0.769,7.137
Small_nails_32,68,Image_8,otm,32,3,0.909,0.69,0.784,6.497
Small_nails_32,68,Image_9,otm,32,3,0.833,0.781,0.806,11.126
